horizon,N,friedman_stat,friedman_p,cd,rank_ACG-DRL,rank_LSTM,rank_SMA,rank_Naive
1,5,10.679999999999993,0.0135882729582177,2.0975797164033283,2.8,3.6,2.6,1.0
3,5,12.11999999999999,0.00698319445326556,2.0975797164033283,2.8,3.8,2.4,1.0
7,5,12.11999999999999,0.00698319445326556,2.0975797164033283,2.8,3.8,2.4,1.0
