horizon,MAE,RMSE,sMAPE,DA,rounds_used,params,sweep,value
1,0.531845,0.721256,21.411506,0.50778,50,21378,dropout,0.0
3,0.558205,0.756131,24.106033,0.508952,50,21378,dropout,0.0
7,0.601281,0.813588,27.541132,0.494818,50,21378,dropout,0.0
1,0.531845,0.721256,21.411506,0.50778,50,21378,dropout,0.2
3,0.558205,0.756131,24.106033,0.508952,50,21378,dropout,0.2
7,0.601281,0.813588,27.541132,0.494818,50,21378,dropout,0.2
