horizon,sharpe,sortino,mdd,calmar,mean_ret,std_ret
1,-0.8661934945896552,-1.1671244428541836,0.734137749932069,-0.604660068104492,-0.0012161747448564604,0.026824244259858018
3,-1.366311737325883,-1.7877302106775865,0.976325550238973,-1.2915699489468255,-0.0034547746330929404,0.04830769939599999
7,-0.49997180228600163,-0.5850264662869378,0.9953705352727159,-0.6768918179368717,-0.001845912797649925,0.07053620688187055
