round,arm,asset,horizon,reward_lp,val_before,val_after,mean_reward_est,pulls_arm
57,14,XRP,7,0.00045408308506011963,0.03217323496937752,0.0317191518843174,0.008177010342478752,4
58,7,ETH,3,0.00020549306645989418,0.006225859746336937,0.006020366679877043,0.0057675646773229046,6
59,8,ETH,7,-0.00014925654977560043,0.009018967859447002,0.009168224409222603,-0.0006960779428482056,3
60,0,BTC,1,-0.0002030027098953724,0.005959358531981707,0.006162361241877079,-0.002700465006960763,9
61,1,BTC,3,-0.000376691110432148,0.010288246907293797,0.010664938017725945,0.004418936930596829,5
62,9,LTC,1,-0.0008603297173976898,0.01646300032734871,0.0173233300447464,0.001407569623552263,8
63,11,LTC,7,0.003084709867835045,0.02629583328962326,0.023211123421788216,0.001949031837284565,2
64,13,XRP,3,0.0035166796296834946,0.02050819993019104,0.016991520300507545,0.0037841009242194036,7
65,13,XRP,3,0.0014196420088410378,0.016991520300507545,0.015571878291666508,0.0034885435597971077,8
66,12,XRP,1,0.0004771687090396881,0.010342021472752094,0.009864852763712406,0.00010086316615343094,2
67,13,XRP,3,7.296353578567505e-05,0.015117565169930458,0.015044601634144783,0.003109034668240282,9
68,2,BTC,7,0.012775786221027374,0.05336415022611618,0.040588364005088806,0.005944293458014727,4
69,2,BTC,7,0.017524348571896553,0.040588364005088806,0.023064015433192253,0.008260304480791092,5
70,8,ETH,7,-0.002675331197679043,0.00853778701275587,0.011213118210434914,-0.0011908912565559149,4
71,10,LTC,3,-0.003811381757259369,0.0287509523332119,0.03256233409047127,0.005836904048919678,2
72,5,DOGE,7,-0.00025917962193489075,0.026278909295797348,0.02653808891773224,-0.006842386443167925,4
73,12,XRP,1,0.005513768643140793,0.0323740690946579,0.026860300451517105,0.0019051649918158848,3
74,4,DOGE,3,0.008317984640598297,0.020199354737997055,0.011881370097398758,0.0035840552300214767,7
75,14,XRP,7,0.005423178896307945,0.03659115731716156,0.031167978420853615,0.007626244053244591,5
76,3,DOGE,1,0.002422827295958996,0.00539524806663394,0.002972420770674944,-0.0037193663418293,5
77,10,LTC,3,-6.514694541692734e-05,0.008432593196630478,0.008497740142047405,0.0038695537174741426,3
78,3,DOGE,1,-4.0918122977018356e-05,0.0023687316570430994,0.0024096497800201178,-0.003106291638687253,6
79,12,XRP,1,-0.0001898147165775299,0.007629473693668842,0.007819288410246372,0.0013814200647175312,4
80,14,XRP,7,-0.001201750710606575,0.030317483469843864,0.03151923418045044,0.00615491159260273,6
81,3,DOGE,1,-0.003537363838404417,0.003985479939728975,0.007522843778133392,-0.0031678733815039906,7
82,9,LTC,1,-0.003033036831766367,0.0076407515443861485,0.010673788376152515,0.0009141689062946375,9
83,11,LTC,7,-0.0024518724530935287,0.020580369979143143,0.02303224243223667,0.00048206374049186707,3
84,12,XRP,1,0.001995788887143135,0.022735726088285446,0.02073993720114231,0.001504293829202652,5
85,11,LTC,7,0.003733428195118904,0.022088302299380302,0.0183548741042614,0.0012949048541486263,4
86,10,LTC,3,0.0021334346383810043,0.012611192651093006,0.010477758012712002,0.003435523947700858,4
87,6,ETH,1,-0.0005993819795548916,0.0039618127048015594,0.004561194684356451,0.0020052037822703523,3
88,0,BTC,1,-0.006659363396465778,0.013068214990198612,0.01972757838666439,-0.0030963548459112646,10
89,0,BTC,1,-0.0014426391571760178,0.01972757838666439,0.02117021754384041,-0.0029460170560262422,11
90,12,XRP,1,-0.0006496217101812363,0.008302648551762104,0.00895227026194334,0.001145307905972004,6
91,1,BTC,3,0.005652178078889847,0.022951409220695496,0.01729923114180565,0.004624477121978998,6
92,7,ETH,3,0.0005878517404198647,0.006092537194490433,0.005504685454070568,0.005027605686336756,7
93,3,DOGE,1,-0.001937282271683216,0.006292522884905338,0.008229805156588554,-0.003014049492776394,8
94,14,XRP,7,-0.0018434040248394012,0.03355548158288002,0.03539888560771942,0.005012295075825283,7
95,1,BTC,3,-0.00036339089274406433,0.01143815740942955,0.011801548302173615,0.003911924548447132,7
96,9,LTC,1,0.0017270008102059364,0.01308946032077074,0.011362459510564804,0.0009954520966857674,10
97,8,ETH,7,3.047846257686615e-05,0.008866914547979832,0.008836436085402966,-0.0009466173127293587,5
98,10,LTC,3,0.0017657410353422165,0.013830816373229027,0.01206507533788681,0.00310156736522913,5
99,10,LTC,3,0.001688152551651001,0.01206507533788681,0.01037692278623581,0.0028659982296327753,6
100,11,LTC,7,0.0012041209265589714,0.015353044494986534,0.014148923568427563,0.0012767480686306954,5
101,2,BTC,7,-0.0002665519714355469,0.04157097265124321,0.04183752462267876,0.006839161738753319,6
102,11,LTC,7,-0.0005451394245028496,0.013828879222273827,0.014374018646776676,0.0009731001531084379,6
103,7,ETH,3,0.0017406023107469082,0.0066812532022595406,0.004940650891512632,0.004616730264388025,8
104,14,XRP,7,-0.003154464066028595,0.029693305492401123,0.03284776955842972,0.003991450183093548,8
105,7,ETH,3,-0.0020306333899497986,0.0049394466914236546,0.006970080081373453,0.0038781343027949333,9
106,11,LTC,7,-0.0015103034675121307,0.0252744909375906,0.02678479440510273,0.0006183282073054995,7
107,11,LTC,7,0.0004589837044477463,0.02678479440510273,0.026325810700654984,0.0005984101444482803,8
108,13,XRP,3,0.0024037882685661316,0.024385465309023857,0.021981677040457726,0.0030385100282728666,10
109,3,DOGE,1,0.0024283118546009064,0.012743833474814892,0.010315521620213985,-0.0024093426764011383,9
110,10,LTC,3,0.0025517549365758896,0.01612948067486286,0.013577725738286972,0.0028211063306246486,7
111,10,LTC,3,0.0015652626752853394,0.013577725738286972,0.012012463063001633,0.002664125873707235,8
112,11,LTC,7,0.0013356152921915054,0.017098208889365196,0.01576259359717369,0.0006803218275308609,9
113,12,XRP,1,0.0004279091954231262,0.010238103568553925,0.009810194373130798,0.0010428223758935928,7
114,0,BTC,1,0.0029314616695046425,0.00923142023384571,0.006299958564341068,-0.0024562271622320018,12
115,12,XRP,1,-0.00124396663159132,0.011103315278887749,0.012347281910479069,0.0007569737499579787,8
116,2,BTC,7,0.0007722098380327225,0.019300393760204315,0.018528183922171593,0.005972454324364662,7
117,14,XRP,7,-0.00038063153624534607,0.034687407314777374,0.03506803885102272,0.0035056633253892264,9
118,6,ETH,1,0.00039472803473472595,0.009331556037068367,0.008936828002333641,0.0016025848453864457,4
119,3,DOGE,1,0.001852455548942089,0.007441135123372078,0.005588679574429989,-0.0019831628538668155,10
120,13,XRP,3,0.002579193562269211,0.017424853518605232,0.014845659956336021,0.002996753985908898,11
121,5,DOGE,7,0.001047351397573948,0.006001013331115246,0.004953661933541298,-0.0052644388750195505,5
122,4,DOGE,3,0.00026905559934675694,0.0030869359616190195,0.0028178803622722626,0.0031696802761871368,8
123,5,DOGE,7,1.0129529982805252e-05,0.0047727241180837154,0.00476259458810091,-0.004385344140852491,6
124,2,BTC,7,0.0018065199255943298,0.02041643112897873,0.0186099112033844,0.005451712524518371,8
125,14,XRP,7,-0.0014714878052473068,0.029696939513087273,0.03116842731833458,0.003007948212325573,10
126,12,XRP,1,-0.002797754481434822,0.008158225566148758,0.01095598004758358,0.0003620039464698897,9
127,14,XRP,7,-0.001003999263048172,0.03419211506843567,0.03519611433148384,0.0026432257145643234,11
128,9,LTC,1,-1.6325153410434723e-05,0.004736812319606543,0.004753137473016977,0.0009034723466770217,11
129,5,DOGE,7,0.0009428849443793297,0.007432830985635519,0.006489946041256189,-0.0036241685572479454,7
130,9,LTC,1,0.0005864417180418968,0.004338040482252836,0.0037515987642109394,0.0008770531276240947,12
131,9,LTC,1,0.00024206866510212421,0.0037515987642109394,0.003509530099108815,0.0008282081689685585,13
132,4,DOGE,3,2.6698224246501923e-05,0.0031286091543734074,0.0031019109301269054,0.0028204600481937328,9
133,14,XRP,7,0.0005346480756998062,0.028481295332312584,0.027946647256612778,0.0024675109113256135,12
134,3,DOGE,1,5.7217665016651154e-05,0.002038009464740753,0.001980791799724102,-0.0017976737157865005,11
135,5,DOGE,7,-0.00010778894647955894,0.005068610887974501,0.00517639983445406,-0.003184621105901897,8
136,8,ETH,7,0.0059668198227882385,0.018565762788057327,0.012598942965269089,0.0002056222098569075,6
137,3,DOGE,1,-0.002191963605582714,0.004032770171761513,0.006224733777344227,-0.0018305312066028516,12
138,14,XRP,7,-0.0019810982048511505,0.030913151800632477,0.03289425000548363,0.002125310210081247,13
139,5,DOGE,7,0.0013634627684950829,0.009728542529046535,0.008365079760551453,-0.0026792784531911216,9
140,2,BTC,7,0.0019298866391181946,0.031148428097367287,0.029218541458249092,0.005060398537251685,9
141,12,XRP,1,0.0015128925442695618,0.009763184934854507,0.008250292390584946,0.00047709280624985695,10
142,12,XRP,1,0.0012805759906768799,0.008250292390584946,0.006969716399908066,0.000550136732106859,11
143,10,LTC,3,0.0003993408754467964,0.00792236253619194,0.007523021660745144,0.0024124830961227417,9
144,8,ETH,7,-0.0009426390752196312,0.009366216138005257,0.010308855213224888,4.1584883417401976e-05,7
145,8,ETH,7,-0.00018482375890016556,0.010308855213224888,0.010493678972125053,1.3283803127706034e-05,8
146,5,DOGE,7,-0.000780720729380846,0.004648397210985422,0.005429117940366268,-0.002489422680810094,10
147,8,ETH,7,0.000636969693005085,0.009650271385908127,0.009013301692903042,8.25822353363037e-05,9
148,11,LTC,7,-0.004072703421115875,0.015955552458763123,0.020028255879878998,0.00020501930266618728,10
149,1,BTC,3,0.0013853749260306358,0.010069931857287884,0.008684556931257248,0.00359610584564507,8
150,2,BTC,7,0.0015595462173223495,0.019628101959824562,0.018068555742502213,0.004710313305258751,10
