horizon,MAE,RMSE,sMAPE,DA
1,0.4855970352888107,0.6488766551017762,24.27866325378418,0.505502849817276
3,0.5017792373895645,0.6734536856412887,25.2404842376709,0.5112380981445312
7,0.5352415591478348,0.7233032166957856,27.81225929260254,0.5017274498939515
