horizon,sharpe,sortino,mdd,calmar,mean_ret,std_ret
1,-0.8661934945896552,-1.1671244428541836,0.734137749932069,-0.604660068104492,-0.0012161747448564,0.026824244259858
3,-1.366311737325883,-1.7877302106775863,0.976325550238973,-1.2915699489468255,-0.0034547746330929,0.0483076993959999
7,-0.4999718022860016,-0.5850264662869378,0.995370535272716,-0.6768918179368717,-0.0018459127976499,0.0705362068818705
