horizon,MAE,RMSE,sMAPE,DA
1,0.3210619956254959,0.43371004462242124,13.561999893188476,0.5092979073524475
3,0.3533481702208519,0.4834479093551636,16.140326404571532,0.5112380981445312
7,0.40700529217720033,0.5579930782318115,20.524696159362794,0.49251438975334166
