arm,pulls,mean_reward_est,asset,horizon
9,13,0.0008282081689685,LTC,1
14,13,0.0021253102100812,XRP,7
0,12,-0.002456227162232,BTC,1
3,12,-0.0018305312066028,DOGE,1
12,11,0.0005501367321068,XRP,1
13,11,0.0029967539859088,XRP,3
2,10,0.0047103133052587,BTC,7
11,10,0.0002050193026661,LTC,7
5,10,-0.00248942268081,DOGE,7
4,9,0.0028204600481937,DOGE,3
10,9,0.0024124830961227,LTC,3
7,9,0.0038781343027949,ETH,3
8,9,8.25822353363037e-05,ETH,7
1,8,0.003596105845645,BTC,3
6,4,0.0016025848453864,ETH,1
